Código Establecimiento,Nombre Establecimiento,Dependencia Establecimiento,Nombre Región,Nombre Comuna,Área Geográfica,Niños con Desnutrición,Prevalencia Desnutrición Niños,Niñas con Desnutrición,Prevalencia Desnutrición Niñas,Niños con Bajo Peso,Prevalencia Bajo Peso Niños,Niñas con Bajo Peso,Prevalencia Bajo Peso Niñas,Niños con Peso Normal,Prevalencia Peso Normal Niños,Niñas con Peso Normal,Prevalencia Peso Normal Niñas,Niños con Sobrepeso,Prevalencia Sobrepeso Niños,Niñas con Sobrepeso,Prevalencia Sobrepeso Niñas,Niños con Obesidad,Prevalencia Obesidad Niños,Niñas con Obesidad,Prevalencia Obesidad Niñas,Niños con Retraso en talla,Prevalencia Retraso en talla Niños,Niñas con Retraso en talla,Prevalencia Retraso en talla Niñas,Total Niños,Total Niñas
8927,LICEO CARMELA CARVAJAL DE PRAT,Municipal,Región Metropolitana de Santiago,Providencia,URBANO,0,"0,0",2,"0,8",0,"0,0",12,"5,1",0,"0,0",143,"60,6",0,"0,0",63,"26,7",0,"0,0",16,"6,8",0,"0,0",4,"1,7",0,236
8928,LICEO JOSE VICTORINO LASTARRIA,Municipal,Región Metropolitana de Santiago,Providencia,URBANO,12,"2,8",0,"0,0",28,"6,6",0,"0,0",232,"55,0",0,"0,0",95,"22,5",0,"0,0",55,"13,0",0,"0,0",1,"0,2",0,"0,0",422,0
8930,LICEO B 42 TAJAMAR,Municipal,Región Metropolitana de Santiago,Providencia,URBANO,0,"0,0",4,"1,9",0,"0,0",9,"4,2",1,"100,0",125,"58,4",0,"0,0",68,"31,8",0,"0,0",8,"3,7",1,"100,0",3,"1,4",1,214
8938,COLEGIO POLIV. PROF. GUILLERMO GONZALEZ HEIN,Subvencionado,Región Metropolitana de Santiago,Providencia,URBANO,1,"1,3",2,"3,1",4,"5,2",0,"0,0",33,"42,9",33,"51,6",27,"35,1",22,"34,4",12,"15,6",7,"10,9",1,"1,3",1,"1,6",77,64
8944,COLEGIO PARTICULAR REGINA PACIS,Subvencionado,Región Metropolitana de Santiago,Providencia,URBANO,0,"0,0",1,"2,5",5,"10,9",1,"2,5",24,"52,2",24,"60,0",15,"32,6",11,"27,5",2,"4,3",3,"7,5",0,"0,0",2,"5,0",46,40
8945,ESCUELA Y LICEO PAULINA VON MALLINCKRODT,Subvencionado,Región Metropolitana de Santiago,Providencia,URBANO,0,"0,0",1,"0,7",0,"0,0",4,"2,7",0,"0,0",71,"48,6",0,"0,0",47,"32,2",0,"0,0",23,"15,8",0,"0,0",5,"3,4",0,146
8954,COLEGIO MARIA INMACULADA,Subvencionado,Región Metropolitana de Santiago,Providencia,URBANO,0,"0,0",1,"1,6",0,"0,0",11,"17,2",0,"0,0",30,"46,9",1,"100,0",13,"20,3",0,"0,0",9,"14,1",0,"0,0",0,"0,0",1,64
25402,COL.  PART. SALES. EL PATROCINIO DE SAN JOSE,Subvencionado,Región Metropolitana de Santiago,Providencia,URBANO,1,"1,2",0,"0,0",6,"7,1",0,"0,0",43,"51,2",0,"0,0",24,"28,6",0,"0,0",10,"11,9",0,"0,0",0,"0,0",0,"0,0",84,0
25541,COLEGIO PART. JOSEFINO SANTISIMA TRINIDAD,Subvencionado,Región Metropolitana de Santiago,Providencia,URBANO,0,"0,0",0,"0,0",2,"12,5",2,"7,7",13,"81,3",21,"80,8",1,"6,3",3,"11,5",0,"0,0",0,"0,0",1,"6,3",0,"0,0",16,26
26426,COLEGIO ESPECIAL HOSPITALARIO CON TODO EL COR,Subvencionado,Región Metropolitana de Santiago,Providencia,URBANO,0,"0,0",0,"0,0",1,"50,0",0,"0,0",0,"0,0",1,"100,0",0,"0,0",0,"0,0",1,"50,0",0,"0,0",1,"50,0",0,"0,0",2,1
10077,LICEO MUN. CENTRO EDUCACIONAL PUDAHUEL,Municipal,Región Metropolitana de Santiago,Pudahuel,URBANO,0,"0,0",0,"0,0",2,"3,3",5,"10,6",24,"39,3",12,"25,5",18,"29,5",12,"25,5",17,"27,9",18,"38,3",2,"3,3",3,"6,4",61,47
10130,LICEO CIUDAD DE BRASILIA,Municipal,Región Metropolitana de Santiago,Pudahuel,RURAL,0,"0,0",0,"0,0",0,"0,0",2,"10,5",7,"36,8",8,"42,1",5,"26,3",7,"36,8",7,"36,8",2,"10,5",0,"0,0",0,"0,0",19,19
10187,ESCUELA PARTICULAR MADRE A.EUGENIA,Subvencionado,Región Metropolitana de Santiago,Pudahuel,URBANO,0,"0,0",0,"0,0",0,"0,0",1,"1,2",0,"0,0",44,"54,3",0,"0,0",25,"30,9",0,"0,0",11,"13,6",0,"0,0",1,"1,2",0,81
11923,INSTITUTO COMERCIAL SAN PABLO,Subvencionado,Región Metropolitana de Santiago,Pudahuel,URBANO,1,"1,7",1,"1,8",8,"13,6",0,"0,0",24,"40,7",24,"42,9",15,"25,4",19,"33,9",11,"18,6",12,"21,4",1,"1,7",1,"1,8",59,56
12242,COLEGIO PUDAHUEL,Subvencionado,Región Metropolitana de Santiago,Pudahuel,URBANO,0,"0,0",0,"0,0",2,"4,0",2,"4,1",25,"50,0",18,"36,7",18,"36,0",21,"42,9",5,"10,0",8,"16,3",3,"6,0",0,"0,0",50,49
24790,COLEGIO EL PRADO,Subvencionado,Región Metropolitana de Santiago,Pudahuel,URBANO,0,"0,0",0,"0,0",3,"13,6",0,"0,0",10,"45,5",9,"90,0",6,"27,3",1,"10,0",3,"13,6",0,"0,0",0,"0,0",1,"10,0",22,10
24843,COLEGIO POLIV. SAN LUIS BELTRAN,Subvencionado,Región Metropolitana de Santiago,Pudahuel,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",14,"45,2",16,"69,6",17,"54,8",7,"30,4",0,"0,0",0,"0,0",6,"19,4",0,"0,0",31,23
24889,LICEO MONSENOR ENRIQUE ALVEAR,Municipal,Región Metropolitana de Santiago,Pudahuel,URBANO,1,"2,3",1,"3,3",1,"2,3",0,"0,0",17,"38,6",14,"46,7",17,"38,6",5,"16,7",8,"18,2",10,"33,3",2,"4,5",7,"23,3",44,30
24966,COLEGIO SAN FELIPE,Subvencionado,Región Metropolitana de Santiago,Pudahuel,URBANO,0,"0,0",0,"0,0",2,"14,3",1,"5,3",5,"35,7",9,"47,4",4,"28,6",5,"26,3",3,"21,4",4,"21,1",0,"0,0",0,"0,0",14,19
25215,COLEGIO POLIV. GERONIMO DE ALDERETE,Subvencionado,Región Metropolitana de Santiago,Pudahuel,URBANO,1,"1,9",0,"0,0",3,"5,7",2,"3,2",23,"43,4",37,"59,7",19,"35,8",21,"33,9",7,"13,2",2,"3,2",0,"0,0",0,"0,0",53,62
25496,INSTITUTO TECNOLOGICO SAN MATEO,Subvencionado,Región Metropolitana de Santiago,Pudahuel,URBANO,4,"1,7",2,"1,1",10,"4,3",8,"4,3",110,"47,2",79,"42,9",63,"27,0",56,"30,4",46,"19,7",39,"21,2",7,"3,0",2,"1,1",233,184
25895,COLEGIO SANTIAGO DE PUDAHUEL,Subvencionado,Región Metropolitana de Santiago,Pudahuel,URBANO,1,"2,9",0,"0,0",2,"5,7",0,"0,0",14,"40,0",21,"42,9",8,"22,9",19,"38,8",10,"28,6",9,"18,4",0,"0,0",2,"4,1",35,49
26260,ESCUELA PART. BOSTON COLLEGE PUDAHUEL,Subvencionado,Región Metropolitana de Santiago,Pudahuel,URBANO,2,"3,4",2,"3,7",9,"15,5",7,"13,0",32,"55,2",41,"75,9",11,"19,0",4,"7,4",4,"6,9",0,"0,0",1,"1,7",0,"0,0",58,54
26365,COLEGIO SAN ALBERTO HURTADO DE PUDAHUEL,Subvencionado,Región Metropolitana de Santiago,Pudahuel,URBANO,1,"2,2",0,"0,0",2,"4,4",3,"5,5",25,"55,6",23,"41,8",8,"17,8",17,"30,9",9,"20,0",12,"21,8",0,"0,0",0,"0,0",45,55
8645,LICEO JOSE DOMINGO CANAS,Subvencionado,Región Metropolitana de Santiago,Quilicura,URBANO,1,"2,0",0,"0,0",5,"10,2",3,"3,9",19,"38,8",32,"42,1",12,"24,5",24,"31,6",12,"24,5",17,"22,4",1,"2,0",4,"5,3",49,76
10240,ESCUELA LUIS CRUZ MARTINEZ,Municipal,Región Metropolitana de Santiago,Quilicura,URBANO,2,"2,5",0,"0,0",6,"7,6",0,"0,0",34,"43,0",23,"53,5",29,"36,7",16,"37,2",8,"10,1",4,"9,3",2,"2,5",2,"4,7",79,43
10246,COLEGIO POLIV. SANTA MARIA,Subvencionado,Región Metropolitana de Santiago,Quilicura,URBANO,1,"1,1",0,"0,0",9,"10,2",1,"1,4",46,"52,3",38,"51,4",28,"31,8",31,"41,9",4,"4,5",4,"5,4",0,"0,0",5,"6,8",88,74
12117,COMPLEJO EDUCACIONAL J. MIGUEL CARRERA,Municipal,Región Metropolitana de Santiago,Quilicura,URBANO,0,"0,0",0,"0,0",14,"8,8",5,"5,8",88,"55,0",53,"61,6",36,"22,5",16,"18,6",22,"13,8",12,"14,0",7,"4,4",2,"2,3",160,86
24769,COLEGIO SAN ISAAC JOGUES,Subvencionado,Región Metropolitana de Santiago,Quilicura,URBANO,0,"0,0",0,"0,0",2,"11,8",1,"3,8",9,"52,9",13,"50,0",6,"35,3",9,"34,6",0,"0,0",3,"11,5",1,"5,9",0,"0,0",17,26
25182,LICEO ALCALDE JORGE INDO,Municipal,Región Metropolitana de Santiago,Quilicura,URBANO,2,"4,4",1,"4,2",3,"6,7",1,"4,2",17,"37,8",16,"66,7",11,"24,4",5,"20,8",12,"26,7",1,"4,2",1,"2,2",1,"4,2",45,24
25349,COLEGIO PARTICULAR MELFORD COLLEGE,Subvencionado,Región Metropolitana de Santiago,Quilicura,URBANO,0,"0,0",0,"0,0",1,"2,9",3,"6,4",14,"40,0",26,"55,3",12,"34,3",15,"31,9",8,"22,9",3,"6,4",0,"0,0",0,"0,0",35,47
25386,COLEGIO PARTICULAR NOVO MUNDO,Subvencionado,Región Metropolitana de Santiago,Quilicura,URBANO,1,"1,7",0,"0,0",1,"1,7",10,"17,5",33,"55,0",28,"49,1",20,"33,3",17,"29,8",5,"8,3",2,"3,5",1,"1,7",0,"0,0",60,57
25387,COLEGIO PARTICULAR SAN SEBASTIAN DE QUILICURA,Subvencionado,Región Metropolitana de Santiago,Quilicura,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",29,"33,3",18,"23,7",37,"42,5",46,"60,5",21,"24,1",12,"15,8",2,"2,3",1,"1,3",87,76
25542,COLEGIO SANTA BARBARA H.S.,Subvencionado,Región Metropolitana de Santiago,Quilicura,URBANO,1,"2,3",0,"0,0",3,"6,8",1,"1,9",18,"40,9",20,"38,5",9,"20,5",23,"44,2",13,"29,5",8,"15,4",0,"0,0",0,"0,0",44,52
25599,COLEGIO PART. SAN PEDRO DE QUILICURA,Subvencionado,Región Metropolitana de Santiago,Quilicura,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",2,"11,8",1,"11,1",15,"88,2",8,"88,9",0,"0,0",0,"0,0",0,"0,0",0,"0,0",17,9
25829,COLEGIO PART. SAN ADRIAN DE QUILICURA,Subvencionado,Región Metropolitana de Santiago,Quilicura,URBANO,0,"0,0",0,"0,0",4,"9,3",3,"8,6",21,"48,8",21,"60,0",15,"34,9",10,"28,6",3,"7,0",1,"2,9",0,"0,0",1,"2,9",43,35
25853,COLEGIO POLIVALENTE NOVO HORIZONTE,Subvencionado,Región Metropolitana de Santiago,Quilicura,URBANO,1,"1,4",0,"0,0",2,"2,7",2,"3,4",37,"50,7",35,"59,3",18,"24,7",12,"20,3",15,"20,5",10,"16,9",3,"4,1",2,"3,4",73,59
25929,COLEGIO PADRE PEDRO ARRUPE SAGRADA FAMILIA,Subvencionado,Región Metropolitana de Santiago,Quilicura,URBANO,2,"5,9",2,"6,7",3,"8,8",1,"3,3",17,"50,0",18,"60,0",7,"20,6",6,"20,0",5,"14,7",3,"10,0",0,"0,0",0,"0,0",34,30
25961,COLEGIO PALMARES,Subvencionado,Región Metropolitana de Santiago,Quilicura,URBANO,1,"2,1",0,"0,0",1,"2,1",3,"5,8",30,"62,5",28,"53,8",10,"20,8",14,"26,9",6,"12,5",7,"13,5",0,"0,0",1,"1,9",48,52
25988,COLEGIO JUAN LUIS UNDURRAGA ANINAT,Subvencionado,Región Metropolitana de Santiago,Quilicura,URBANO,2,"3,2",0,"0,0",2,"3,2",1,"1,8",32,"51,6",21,"37,5",12,"19,4",18,"32,1",14,"22,6",16,"28,6",5,"8,1",3,"5,4",62,56
26033,COLEGIO  SAN CARLOS DE QUILICURA,Subvencionado,Región Metropolitana de Santiago,Quilicura,URBANO,2,"2,8",0,"0,0",5,"7,0",2,"3,3",33,"46,5",34,"56,7",17,"23,9",20,"33,3",14,"19,7",4,"6,7",1,"1,4",1,"1,7",71,60
26083,COLEGIO SAN ALBERTO HURTADO,Subvencionado,Región Metropolitana de Santiago,Quilicura,URBANO,0,"0,0",0,"0,0",2,"7,4",3,"16,7",15,"55,6",6,"33,3",3,"11,1",6,"33,3",7,"25,9",3,"16,7",0,"0,0",0,"0,0",27,18
26110,COLEGIO SANTIAGO - QUILICURA,Subvencionado,Región Metropolitana de Santiago,Quilicura,URBANO,2,"5,0",1,"2,0",3,"7,5",1,"2,0",23,"57,5",21,"42,9",12,"30,0",20,"40,8",0,"0,0",6,"12,2",2,"5,0",0,"0,0",40,49
26168,COLEGIO POLIVALENTE SAN PEDRO DE QUILICURA,Subvencionado,Región Metropolitana de Santiago,Quilicura,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",2,"40,0",4,"57,1",3,"60,0",3,"42,9",0,"0,0",0,"0,0",0,"0,0",0,"0,0",5,7
31083,LICEO PAULA JARAQUEMADA DE QUILICURA,Subvencionado,Región Metropolitana de Santiago,Quilicura,URBANO,0,"0,0",0,"0,0",1,"2,0",2,"3,4",11,"21,6",32,"54,2",35,"68,6",21,"35,6",4,"7,8",4,"6,8",0,"0,0",0,"0,0",51,59
31299,LICEO BICENTENARIO DE EXCELENCIA FRANCISCO BILBAO BARQUIN DE QUILICURA,Municipal,Región Metropolitana de Santiago,Quilicura,URBANO,0,"0,0",0,"0,0",0,"0,0",1,"2,3",15,"41,7",19,"44,2",11,"30,6",18,"41,9",10,"27,8",5,"11,6",2,"5,6",3,"7,0",36,43
31378,ESCUELA BÁSICA PALMARES ORIENTE,Subvencionado,Región Metropolitana de Santiago,Quilicura,URBANO,1,"2,4",0,"0,0",4,"9,5",1,"2,6",23,"54,8",26,"66,7",9,"21,4",10,"25,6",5,"11,9",2,"5,1",0,"0,0",1,"2,6",42,39
8508,LICEO POLIVALENTE JUAN A.RIOS,Municipal,Región Metropolitana de Santiago,Quinta Normal,URBANO,0,"0,0",0,"0,0",4,"11,4",0,"0,0",15,"42,9",20,"66,7",9,"25,7",8,"26,7",7,"20,0",2,"6,7",0,"0,0",2,"6,7",35,30
8629,COLEGIO POLITÉCNICO SANTA ANA,Subvencionado,Región Metropolitana de Santiago,Quinta Normal,URBANO,0,"0,0",1,"1,2",0,"0,0",3,"3,5",0,"0,0",38,"44,7",0,"0,0",32,"37,6",0,"0,0",11,"12,9",0,"0,0",2,"2,4",0,85
9982,LICEO COMERCIAL MOLINA LAVIN,Subvencionado,Región Metropolitana de Santiago,Quinta Normal,URBANO,0,"0,0",1,"0,9",7,"6,0",2,"1,8",48,"41,0",49,"43,4",25,"21,4",38,"33,6",37,"31,6",23,"20,4",2,"1,7",1,"0,9",117,113
9985,LICEO GUILLERMO LABARCA HUBERTSON,Municipal,Región Metropolitana de Santiago,Quinta Normal,URBANO,1,"1,5",0,"0,0",7,"10,4",4,"6,7",24,"35,8",29,"48,3",17,"25,4",16,"26,7",18,"26,9",11,"18,3",5,"7,5",4,"6,7",67,60
9986,LICEO POLITECNICO,Municipal,Región Metropolitana de Santiago,Quinta Normal,URBANO,0,"0,0",0,"0,0",2,"3,8",2,"4,0",22,"41,5",14,"28,0",11,"20,8",25,"50,0",18,"34,0",9,"18,0",2,"3,8",2,"4,0",53,50
10023,LICEO ALBERTO HURTADO,Subvencionado,Región Metropolitana de Santiago,Quinta Normal,URBANO,1,"2,0",1,"2,9",4,"7,8",2,"5,9",28,"54,9",22,"64,7",12,"23,5",6,"17,6",6,"11,8",3,"8,8",1,"2,0",1,"2,9",51,34
10030,LICEO POLIV.SAN JOSE DE LA PRECIOSA SANG,Subvencionado,Región Metropolitana de Santiago,Quinta Normal,URBANO,2,"2,6",0,"0,0",3,"3,9",4,"4,5",37,"48,1",42,"47,7",24,"31,2",24,"27,3",11,"14,3",18,"20,5",0,"0,0",2,"2,3",77,88
10042,ESCUELA PARTICULAR ELVIRA HURTADO DE M.,Subvencionado,Región Metropolitana de Santiago,Quinta Normal,URBANO,0,"0,0",0,"0,0",5,"12,2",3,"6,1",18,"43,9",23,"46,9",13,"31,7",15,"30,6",5,"12,2",8,"16,3",0,"0,0",0,"0,0",41,49
10044,CENTRO EDUCACIONAL ALBERTO HURTADO,Subvencionado,Región Metropolitana de Santiago,Quinta Normal,URBANO,0,"0,0",0,"0,0",6,"4,0",1,"2,9",57,"38,3",15,"44,1",43,"28,9",8,"23,5",43,"28,9",10,"29,4",12,"8,1",6,"17,6",149,34
10069,COLEGIO MARQUEL,Subvencionado,Región Metropolitana de Santiago,Quinta Normal,URBANO,2,"7,7",0,"0,0",4,"15,4",2,"4,9",10,"38,5",23,"56,1",7,"26,9",12,"29,3",3,"11,5",4,"9,8",0,"0,0",1,"2,4",26,41
10073,LICEO INDUSTRIAL VICENTE PEREZ ROSALES,Subvencionado,Región Metropolitana de Santiago,Quinta Normal,URBANO,1,"0,6",0,"0,0",5,"2,8",1,"10,0",76,"42,9",6,"60,0",71,"40,1",2,"20,0",24,"13,6",1,"10,0",4,"2,3",0,"0,0",177,10
11831,LICEO INDUSTRIAL BENJAMIN FRANKLIN,Municipal,Región Metropolitana de Santiago,Quinta Normal,URBANO,3,"1,5",0,"0,0",11,"5,4",0,"0,0",90,"44,3",5,"35,7",58,"28,6",4,"28,6",41,"20,2",5,"35,7",7,"3,4",0,"0,0",203,14
12241,COLEGIO CORAZON DE JESUS,Subvencionado,Región Metropolitana de Santiago,Quinta Normal,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",3,"21,4",5,"20,0",3,"21,4",11,"44,0",8,"57,1",9,"36,0",2,"14,3",0,"0,0",14,25
25508,COLEGIO PART. GABRIELA MISTRAL SOCIEDAD EDUCA,Subvencionado,Región Metropolitana de Santiago,Quinta Normal,URBANO,0,"0,0",0,"0,0",0,"0,0",2,"11,8",4,"44,4",6,"35,3",0,"0,0",6,"35,3",5,"55,6",3,"17,6",0,"0,0",0,"0,0",9,17
8494,LICEO VALENTIN LETELIER,Municipal,Región Metropolitana de Santiago,Recoleta,URBANO,1,"2,0",0,"0,0",4,"7,8",2,"6,9",19,"37,3",11,"37,9",17,"33,3",13,"44,8",10,"19,6",3,"10,3",3,"5,9",1,"3,4",51,29
8502,LICEO COMERCIAL LUIS CORREA PRIETO,Subvencionado,Región Metropolitana de Santiago,Recoleta,URBANO,2,"2,1",0,"0,0",5,"5,2",2,"1,9",39,"40,2",36,"34,3",27,"27,8",31,"29,5",24,"24,7",36,"34,3",2,"2,1",7,"6,7",97,105
8510,LICEO PAULA JARAQUEMADA,Municipal,Región Metropolitana de Santiago,Recoleta,URBANO,0,"0,0",0,"0,0",0,"0,0",4,"4,0",1,"100,0",37,"37,0",0,"0,0",40,"40,0",0,"0,0",19,"19,0",1,"100,0",6,"6,0",1,100
8614,COLEGIO MARIA TERESA CANCINO AGUILAR,Subvencionado,Región Metropolitana de Santiago,Recoleta,URBANO,0,"0,0",2,"2,6",0,"0,0",5,"6,4",0,"0,0",42,"53,8",0,"0,0",19,"24,4",0,"0,0",10,"12,8",0,"0,0",2,"2,6",0,78
8632,LICEO POLIVALENTE SANTA JULIANA,Subvencionado,Región Metropolitana de Santiago,Recoleta,URBANO,1,"1,4",0,"0,0",2,"2,7",2,"2,3",36,"48,6",49,"55,7",20,"27,0",27,"30,7",15,"20,3",10,"11,4",0,"0,0",3,"3,4",74,88
8636,LICEO LEONARDO MURIALDO,Subvencionado,Región Metropolitana de Santiago,Recoleta,URBANO,1,"2,1",1,"3,0",1,"2,1",1,"3,0",26,"54,2",16,"48,5",13,"27,1",13,"39,4",7,"14,6",2,"6,1",2,"4,2",2,"6,1",48,33
8650,COLEGIO SAN BENILDO,Subvencionado,Región Metropolitana de Santiago,Recoleta,URBANO,1,"4,3",0,"0,0",0,"0,0",0,"0,0",15,"65,2",11,"57,9",4,"17,4",6,"31,6",3,"13,0",2,"10,5",1,"4,3",4,"21,1",23,19
8682,COLEGIO RAFAEL SANHUEZA LIZARDI,Subvencionado,Región Metropolitana de Santiago,Recoleta,URBANO,1,"2,3",0,"0,0",5,"11,6",0,"0,0",19,"44,2",27,"58,7",10,"23,3",11,"23,9",8,"18,6",8,"17,4",0,"0,0",1,"2,2",43,46
8813,LICEO INDUSTRIAL Y DE MINAS IGNACIO DOMEY,Subvencionado,Región Metropolitana de Santiago,Recoleta,URBANO,2,"1,1",0,"0,0",5,"2,8",3,"15,0",73,"41,5",8,"40,0",58,"33,0",6,"30,0",38,"21,6",3,"15,0",4,"2,3",1,"5,0",176,20
10248,LICEO INSTITUTO TECNOLOGICO Y COMERCIAL RECOLETA-INTECO,Subvencionado,Región Metropolitana de Santiago,Recoleta,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",1,"1,1",3,"4,9",71,"81,6",56,"91,8",15,"17,2",2,"3,3",0,"0,0",0,"0,0",87,61
10252,LICEO ARTURO PEREZ CANTO,Municipal,Región Metropolitana de Santiago,Recoleta,URBANO,0,"0,0",0,"0,0",0,"0,0",1,"6,3",7,"50,0",8,"50,0",5,"35,7",7,"43,8",2,"14,3",0,"0,0",0,"0,0",0,"0,0",14,16
10254,CENTRO EDUCACIONAL JOSE MIGUEL CARRERA,Municipal,Región Metropolitana de Santiago,Recoleta,URBANO,0,"0,0",0,"0,0",3,"11,5",0,"0,0",11,"42,3",5,"21,7",7,"26,9",9,"39,1",5,"19,2",9,"39,1",1,"3,8",2,"8,7",26,23
10255,COMPLEJO EDUCACIONAL JUANITA FERNANDEZ SOLAR,Municipal,Región Metropolitana de Santiago,Recoleta,URBANO,2,"4,4",2,"1,9",1,"2,2",3,"2,9",16,"35,6",39,"37,9",7,"15,6",26,"25,2",19,"42,2",33,"32,0",2,"4,4",5,"4,9",45,103
10313,COLEGIO POLIV. ALEJANDRO FLORES,Subvencionado,Región Metropolitana de Santiago,Recoleta,URBANO,1,"2,4",0,"0,0",2,"4,9",3,"8,6",26,"63,4",12,"34,3",10,"24,4",17,"48,6",2,"4,9",3,"8,6",0,"0,0",1,"2,9",41,35
10320,LICEO AVENIDA RECOLETA,Subvencionado,Región Metropolitana de Santiago,Recoleta,URBANO,1,"1,5",0,"0,0",1,"1,5",2,"3,2",22,"32,4",26,"41,9",27,"39,7",22,"35,5",17,"25,0",12,"19,4",0,"0,0",1,"1,6",68,62
10352,ESC.BASICA PART. NUEVA AURORA DE CHILE,Subvencionado,Región Metropolitana de Santiago,Recoleta,URBANO,0,"0,0",1,"4,5",0,"0,0",1,"4,5",7,"41,2",10,"45,5",5,"29,4",8,"36,4",5,"29,4",2,"9,1",0,"0,0",1,"4,5",17,22
10396,LICEO POLIVALENTE RAFAEL DONOSO CARRASCO,Subvencionado,Región Metropolitana de Santiago,Recoleta,URBANO,1,"1,0",0,"0,0",7,"7,0",1,"2,2",48,"48,0",12,"26,1",25,"25,0",24,"52,2",19,"19,0",9,"19,6",6,"6,0",1,"2,2",100,46
10397,LICEO INDUSTRIAL DE RECOLETA,Subvencionado,Región Metropolitana de Santiago,Recoleta,URBANO,0,"0,0",0,"0,0",7,"6,9",0,"0,0",45,"44,1",8,"44,4",24,"23,5",7,"38,9",26,"25,5",3,"16,7",1,"1,0",1,"5,6",102,18
11965,CENTRO EDUCACIONAL SAN LORENZO,Subvencionado,Región Metropolitana de Santiago,Recoleta,URBANO,0,"0,0",0,"0,0",2,"6,1",3,"7,5",18,"54,5",19,"47,5",5,"15,2",13,"32,5",8,"24,2",5,"12,5",1,"3,0",1,"2,5",33,40
24423,COLEGIO SAN JUAN DIEGO,Subvencionado,Región Metropolitana de Santiago,Recoleta,URBANO,0,"0,0",0,"0,0",3,"7,5",0,"0,0",22,"55,0",6,"22,2",9,"22,5",9,"33,3",6,"15,0",12,"44,4",0,"0,0",0,"0,0",40,27
25138,COLEGIO ALBERT EINSTEIN,Subvencionado,Región Metropolitana de Santiago,Recoleta,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",15,"55,6",11,"73,3",9,"33,3",3,"20,0",3,"11,1",1,"6,7",1,"3,7",0,"0,0",27,15
31494,"COL HOSP. CONSTRUYENDO SUEÑOS, CLINICA DAVILA",Subvencionado,Región Metropolitana de Santiago,Recoleta,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",1,"100,0",0,"0,0",0,"0,0",0,"0,0",1,0
10196,LICEO INDUSTRIAL BENJAMIN DAVILA LARRAIN,Subvencionado,Región Metropolitana de Santiago,Renca,URBANO,0,"0,0",3,"2,5",9,"8,8",4,"3,4",40,"39,2",59,"49,6",23,"22,5",34,"28,6",30,"29,4",19,"16,0",3,"2,9",8,"6,7",102,119
10232,COLEG. POLIV. SANTA MARIA DE LA PROVIDENCIA,Subvencionado,Región Metropolitana de Santiago,Renca,URBANO,2,"6,5",1,"2,0",2,"6,5",4,"8,2",16,"51,6",25,"51,0",8,"25,8",14,"28,6",3,"9,7",5,"10,2",0,"0,0",0,"0,0",31,49
12115,CENTRO EDUCACIONAL FEDERICO GARCIA LORCA,Subvencionado,Región Metropolitana de Santiago,Renca,URBANO,0,"0,0",0,"0,0",0,"0,0",1,"2,9",19,"65,5",21,"61,8",7,"24,1",7,"20,6",3,"10,3",5,"14,7",0,"0,0",0,"0,0",29,34
20436,COLEGIO  ALONSO  DE  CORDOVA,Subvencionado,Región Metropolitana de Santiago,Renca,URBANO,0,"0,0",0,"0,0",1,"6,7",0,"0,0",5,"33,3",9,"75,0",4,"26,7",2,"16,7",5,"33,3",1,"8,3",0,"0,0",0,"0,0",15,12
24482,LICEO POLITECNICO PARTICULAR ANDES,Subvencionado,Región Metropolitana de Santiago,Renca,URBANO,4,"1,5",0,"0,0",11,"4,1",5,"6,0",114,"42,2",37,"44,6",81,"30,0",27,"32,5",60,"22,2",14,"16,9",10,"3,7",2,"2,4",270,83
24498,COLEGIO SAN JOAQUIN,Subvencionado,Región Metropolitana de Santiago,Renca,URBANO,1,"5,6",1,"5,3",1,"5,6",0,"0,0",8,"44,4",8,"42,1",6,"33,3",3,"15,8",2,"11,1",7,"36,8",1,"5,6",1,"5,3",18,19
24623,ESCUELA JORGE ALESSANDRI RODRIGUEZ ANEXO,Subvencionado,Región Metropolitana de Santiago,Renca,URBANO,0,"0,0",0,"0,0",1,"2,8",2,"3,7",17,"47,2",24,"44,4",10,"27,8",22,"40,7",8,"22,2",6,"11,1",1,"2,8",1,"1,9",36,54
24812,COLEGIO POLIV. SAN JOSE DE RENCA,Subvencionado,Región Metropolitana de Santiago,Renca,URBANO,1,"1,4",0,"0,0",6,"8,5",0,"0,0",21,"29,6",0,"0,0",25,"35,2",0,"0,0",18,"25,4",0,"0,0",1,"1,4",0,"0,0",71,0
24828,LICEO POLITEC.PARTIC.EL SENOR DE RENCA,Subvencionado,Región Metropolitana de Santiago,Renca,URBANO,3,"4,3",0,"0,0",1,"1,4",1,"1,7",31,"44,9",23,"39,0",20,"29,0",25,"42,4",14,"20,3",10,"16,9",5,"7,2",1,"1,7",69,59
