Código Establecimiento,Nombre Establecimiento,Dependencia Establecimiento,Nombre Región,Nombre Comuna,Área Geográfica,Niños con Desnutrición,Prevalencia Desnutrición Niños,Niñas con Desnutrición,Prevalencia Desnutrición Niñas,Niños con Bajo Peso,Prevalencia Bajo Peso Niños,Niñas con Bajo Peso,Prevalencia Bajo Peso Niñas,Niños con Peso Normal,Prevalencia Peso Normal Niños,Niñas con Peso Normal,Prevalencia Peso Normal Niñas,Niños con Sobrepeso,Prevalencia Sobrepeso Niños,Niñas con Sobrepeso,Prevalencia Sobrepeso Niñas,Niños con Obesidad,Prevalencia Obesidad Niños,Niñas con Obesidad,Prevalencia Obesidad Niñas,Niños con Retraso en talla,Prevalencia Retraso en talla Niños,Niñas con Retraso en talla,Prevalencia Retraso en talla Niñas,Total Niños,Total Niñas
12935,COLEGIO PROVIDENCIA,Subvencionado,Región de Antofagasta,Antofagasta,URBANO,0,"0,0",1,"2,5",1,"2,6",1,"2,5",16,"41,0",24,"60,0",16,"41,0",8,"20,0",6,"15,4",6,"15,0",1,"2,6",1,"2,5",39,40
12943,COLEGIO TECNICO INDUSTRIAL DON BOSCO,Subvencionado,Región de Antofagasta,Antofagasta,URBANO,3,"1,5",0,"0,0",14,"7,1",0,"0,0",76,"38,8",0,"0,0",56,"28,6",0,"0,0",47,"24,0",0,"0,0",2,"1,0",0,"0,0",196,0
12958,THE GIANT SCHOOL ANTOFAGASTA,Subvencionado,Región de Antofagasta,Antofagasta,URBANO,1,"7,1",0,"0,0",4,"28,6",2,"11,1",5,"35,7",11,"61,1",2,"14,3",4,"22,2",2,"14,3",1,"5,6",1,"7,1",1,"5,6",14,18
12963,THE ANTOFAGASTA BAPTIST COLLEGE,Subvencionado,Región de Antofagasta,Antofagasta,URBANO,2,"5,9",0,"0,0",2,"5,9",7,"12,7",21,"61,8",32,"58,2",7,"20,6",15,"27,3",2,"5,9",1,"1,8",1,"2,9",0,"0,0",34,55
12970,NORTH COLLEGE,Subvencionado,Región de Antofagasta,Antofagasta,URBANO,3,"13,0",1,"3,4",1,"4,3",2,"6,9",8,"34,8",13,"44,8",7,"30,4",11,"37,9",4,"17,4",2,"6,9",0,"0,0",0,"0,0",23,29
12977,HARVEST CHRISTIAN SCHOOL,Subvencionado,Región de Antofagasta,Antofagasta,URBANO,1,"3,7",0,"0,0",5,"18,5",2,"4,5",9,"33,3",21,"47,7",8,"29,6",16,"36,4",4,"14,8",5,"11,4",0,"0,0",2,"4,5",27,44
31340,NETLANDSCHOOL,Subvencionado,Región de Antofagasta,Antofagasta,URBANO,3,"4,5",0,"0,0",3,"4,5",2,"2,7",29,"43,3",39,"52,7",23,"34,3",27,"36,5",9,"13,4",6,"8,1",2,"3,0",0,"0,0",67,74
31342,COLEGIO SANTO TOMÁS DE ANTOFAGASTA,Subvencionado,Región de Antofagasta,Antofagasta,URBANO,0,"0,0",1,"5,3",0,"0,0",2,"10,5",5,"41,7",9,"47,4",5,"41,7",2,"10,5",2,"16,7",5,"26,3",0,"0,0",1,"5,3",12,19
31343,LICEO CIENTIFICO HUMANISTA LA CHIMBA,Municipal,Región de Antofagasta,Antofagasta,URBANO,0,"0,0",0,"0,0",2,"3,5",4,"5,7",29,"50,9",30,"42,9",20,"35,1",28,"40,0",6,"10,5",8,"11,4",2,"3,5",2,"2,9",57,70
31345,LICEO POLITÉCNICO LOS ARENALES,Municipal,Región de Antofagasta,Antofagasta,URBANO,2,"1,4",1,"1,4",7,"5,1",1,"1,4",59,"42,8",40,"54,8",37,"26,8",15,"20,5",33,"23,9",16,"21,9",6,"4,3",1,"1,4",138,73
367,COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT,Municipal,Región de Antofagasta,Mejillones,URBANO,0,"0,0",1,"1,3",7,"7,4",2,"2,5",46,"48,4",37,"46,8",23,"24,2",27,"34,2",19,"20,0",12,"15,2",3,"3,2",4,"5,1",95,79
371,ESCUELA CARACOLES,Municipal,Región de Antofagasta,Sierra Gorda,RURAL,0,"0,0",0,"0,0",0,"0,0",0,"0,0",4,"57,1",1,"100,0",3,"42,9",0,"0,0",0,"0,0",0,"0,0",1,"14,3",0,"0,0",7,1
372,LICEO POLITECNICO JOSE MIGUEL QUIROZ,Municipal,Región de Antofagasta,Taltal,URBANO,1,"1,8",0,"0,0",2,"3,6",0,"0,0",23,"41,8",16,"34,8",8,"14,5",18,"39,1",21,"38,2",12,"26,1",2,"3,6",1,"2,2",55,46
373,LICEO JUAN CORTES-MONROY CORTES,Municipal,Región de Antofagasta,Taltal,URBANO,0,"0,0",2,"3,6",2,"5,1",0,"0,0",17,"43,6",20,"35,7",15,"38,5",25,"44,6",5,"12,8",9,"16,1",0,"0,0",1,"1,8",39,56
217,LICEO LUIS CRUZ MARTINEZ,Municipal,Región de Antofagasta,Calama,URBANO,5,"4,1",1,"0,5",10,"8,2",15,"8,2",73,"59,8",99,"54,4",23,"18,9",55,"30,2",11,"9,0",12,"6,6",3,"2,5",7,"3,8",122,182
218,LICEO FRANCISCO DE AGUIRRE,Municipal,Región de Antofagasta,Calama,URBANO,0,"0,0",0,"0,0",7,"12,3",0,"0,0",23,"40,4",35,"53,8",15,"26,3",18,"27,7",12,"21,1",12,"18,5",6,"10,5",1,"1,5",57,65
219,LICEO POLITECNICO CESAREO AGUIRRE G.,Municipal,Región de Antofagasta,Calama,URBANO,4,"2,5",1,"1,1",17,"10,8",2,"2,2",82,"52,2",50,"54,9",33,"21,0",28,"30,8",21,"13,4",10,"11,0",3,"1,9",4,"4,4",157,91
220,LICEO MINERO AMÉRICA,Municipal,Región de Antofagasta,Calama,URBANO,5,"3,0",1,"0,9",12,"7,2",7,"6,0",83,"49,7",58,"49,6",49,"29,3",31,"26,5",18,"10,8",20,"17,1",7,"4,2",5,"4,3",167,117
253,COLEGIO ADVENTISTA DE CALAMA,Subvencionado,Región de Antofagasta,Calama,URBANO,0,"0,0",0,"0,0",3,"7,3",1,"3,0",18,"43,9",13,"39,4",10,"24,4",13,"39,4",10,"24,4",6,"18,2",2,"4,9",1,"3,0",41,33
254,FUNDACION EDUC.COLEGIO NUESTRA SRA.DE AYQUINA,Subvencionado,Región de Antofagasta,Calama,URBANO,0,"0,0",1,"1,5",0,"0,0",6,"9,0",0,"0,0",38,"56,7",0,"0,0",12,"17,9",0,"0,0",10,"14,9",0,"0,0",2,"3,0",0,67
255,COLEGIO  EJERCITO DE SALVACION,Subvencionado,Región de Antofagasta,Calama,URBANO,0,"0,0",1,"2,2",5,"14,3",4,"8,9",15,"42,9",19,"42,2",10,"28,6",16,"35,6",5,"14,3",5,"11,1",0,"0,0",1,"2,2",35,45
256,INSTITUTO OBISPO SILVA LEZAETA,Subvencionado,Región de Antofagasta,Calama,URBANO,0,"0,0",0,"0,0",6,"9,5",1,"1,6",33,"52,4",36,"56,3",21,"33,3",19,"29,7",3,"4,8",8,"12,5",2,"3,2",2,"3,1",63,64
10962,COLEGIO JUAN PABLO II,Subvencionado,Región de Antofagasta,Calama,URBANO,0,"0,0",0,"0,0",9,"17,3",4,"7,0",24,"46,2",33,"57,9",12,"23,1",17,"29,8",7,"13,5",3,"5,3",0,"0,0",2,"3,5",52,57
10967,LICEO ELEUTERIO RAMIREZ MOLINA,Municipal,Región de Antofagasta,Calama,URBANO,0,"0,0",0,"0,0",4,"4,4",3,"3,0",45,"50,0",48,"48,5",27,"30,0",31,"31,3",14,"15,6",17,"17,2",5,"5,6",7,"7,1",90,99
10970,LICEO JORGE ALESSANDRI RODRIGUEZ,Municipal,Región de Antofagasta,Calama,URBANO,1,"0,9",2,"1,3",9,"8,1",9,"5,7",54,"48,6",71,"44,9",28,"25,2",61,"38,6",19,"17,1",15,"9,5",10,"9,0",5,"3,2",111,158
12823,COLEGIO CALAMA,Subvencionado,Región de Antofagasta,Calama,URBANO,0,"0,0",1,"6,3",3,"17,6",1,"6,3",6,"35,3",9,"56,3",4,"23,5",3,"18,8",4,"23,5",2,"12,5",0,"0,0",0,"0,0",17,16
12836,COLEGIO RIO LOA,Subvencionado,Región de Antofagasta,Calama,URBANO,1,"2,4",0,"0,0",1,"2,4",0,"0,0",22,"53,7",16,"51,6",9,"22,0",8,"25,8",8,"19,5",7,"22,6",2,"4,9",3,"9,7",41,31
12838,COLEGIO ECOLOGICO MONTESSORI,Subvencionado,Región de Antofagasta,Calama,URBANO,0,"0,0",0,"0,0",4,"11,8",1,"3,7",15,"44,1",10,"37,0",7,"20,6",11,"40,7",8,"23,5",5,"18,5",0,"0,0",0,"0,0",34,27
12851,COLEGIO PADRE ALBERTO HURTADO,Subvencionado,Región de Antofagasta,Calama,URBANO,1,"4,5",0,"0,0",1,"4,5",0,"0,0",12,"54,5",11,"47,8",5,"22,7",9,"39,1",3,"13,6",3,"13,0",0,"0,0",0,"0,0",22,23
12853,COLEGIO PARTICULAR SAN NICOLAS,Subvencionado,Región de Antofagasta,Calama,URBANO,0,"0,0",0,"0,0",5,"17,2",2,"5,3",11,"37,9",24,"63,2",7,"24,1",9,"23,7",6,"20,7",3,"7,9",0,"0,0",0,"0,0",29,38
12961,LICEO RADOMIRO TOMIC ROMERO,Municipal,Región de Antofagasta,Calama,URBANO,0,"0,0",0,"0,0",3,"7,3",2,"6,3",23,"56,1",17,"53,1",10,"24,4",9,"28,1",5,"12,2",4,"12,5",3,"7,3",0,"0,0",41,32
12980,LICEO BICENTENARIO DIEGO PORTALES PALAZUELOS,Municipal,Región de Antofagasta,Calama,URBANO,0,"0,0",1,"1,6",4,"7,8",2,"3,1",31,"60,8",30,"46,9",11,"21,6",20,"31,3",5,"9,8",11,"17,2",3,"5,9",4,"6,3",51,64
20478,COLEGIO TÉCNICO INDUSTRIAL DON BOSCO - CALAMA,Subvencionado,Región de Antofagasta,Calama,URBANO,0,"0,0",0,"0,0",6,"6,4",4,"5,9",50,"53,2",41,"60,3",25,"26,6",18,"26,5",13,"13,8",5,"7,4",2,"2,1",0,"0,0",94,68
31339,AULA HOSPITALARIA SAN CARLOS,Subvencionado,Región de Antofagasta,Calama,URBANO,0,"0,0",0,"0,0",1,"100,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",1,0
270,ESCUELA BASICA TOCONAO,Municipal,Región de Antofagasta,San Pedro de Atacama,RURAL,0,"0,0",0,"0,0",0,"0,0",1,"6,3",6,"85,7",6,"37,5",1,"14,3",7,"43,8",0,"0,0",2,"12,5",0,"0,0",1,"6,3",7,16
12842,LICEO AGROPECUARIO LIKAN ANTAI,Municipal,Región de Antofagasta,San Pedro de Atacama,RURAL,1,"2,3",0,"0,0",4,"9,3",2,"7,4",27,"62,8",13,"48,1",2,"4,7",9,"33,3",9,"20,9",3,"11,1",2,"4,7",0,"0,0",43,27
199,LICEO DOMINGO LATRILLE LASTAUNOU,Municipal,Región de Antofagasta,Tocopilla,URBANO,1,"1,3",0,"0,0",5,"6,7",1,"1,2",32,"42,7",33,"40,7",17,"22,7",29,"35,8",20,"26,7",18,"22,2",3,"4,0",4,"4,9",75,81
200,LICEO POLITECNICO DIEGO PORTALES P.,Municipal,Región de Antofagasta,Tocopilla,URBANO,1,"1,1",0,"0,0",5,"5,6",1,"1,3",46,"51,7",42,"53,8",16,"18,0",21,"26,9",21,"23,6",14,"17,9",2,"2,2",6,"7,7",89,78
208,COLEGIO SAGRADA FAMILIA,Subvencionado,Región de Antofagasta,Tocopilla,URBANO,1,"1,7",0,"0,0",6,"10,3",4,"6,8",25,"43,1",29,"49,2",19,"32,8",21,"35,6",7,"12,1",5,"8,5",5,"8,6",0,"0,0",58,59
211,LICEO  H.C. T.P.  MARIA ELENA,Municipal,Región de Antofagasta,María Elena,URBANO,2,"6,1",0,"0,0",6,"18,2",1,"3,0",11,"33,3",14,"42,4",9,"27,3",10,"30,3",5,"15,2",8,"24,2",0,"0,0",0,"0,0",33,33
396,INSTITUTO COMERCIAL ALEJANDRO RIVERA DIAZ,Municipal,Región de Atacama,Copiapó,URBANO,1,"1,0",0,"0,0",10,"10,3",7,"6,4",48,"49,5",51,"46,4",15,"15,5",31,"28,2",23,"23,7",21,"19,1",2,"2,1",2,"1,8",97,110
399,LICEO JOSE ANTONIO CARVAJAL,Municipal,Región de Atacama,Copiapó,URBANO,1,"0,6",0,"0,0",4,"2,2",5,"2,7",90,"50,3",93,"51,1",52,"29,1",55,"30,2",32,"17,9",29,"15,9",9,"5,0",7,"3,8",179,182
400,LICEO MERCEDES FRITIS MACKENNEY,Municipal,Región de Atacama,Copiapó,URBANO,0,"0,0",1,"0,9",3,"4,2",2,"1,7",34,"47,9",58,"50,0",23,"32,4",39,"33,6",11,"15,5",16,"13,8",1,"1,4",4,"3,4",71,116
415,LICEO DE MUSICA,Municipal,Región de Atacama,Copiapó,URBANO,1,"2,1",0,"0,0",2,"4,2",1,"2,6",19,"39,6",18,"47,4",16,"33,3",11,"28,9",10,"20,8",8,"21,1",0,"0,0",0,"0,0",48,38
429,LICEO CATOLICO ATACAMA,Subvencionado,Región de Atacama,Copiapó,URBANO,2,"2,6",1,"1,4",5,"6,4",5,"6,8",44,"56,4",36,"49,3",17,"21,8",22,"30,1",10,"12,8",9,"12,3",0,"0,0",3,"4,1",78,73
430,LICEO POLITECNICO BELEN,Subvencionado,Región de Atacama,Copiapó,URBANO,0,"0,0",0,"0,0",0,"0,0",6,"7,8",0,"0,0",28,"36,4",0,"0,0",24,"31,2",0,"0,0",19,"24,7",0,"0,0",3,"3,9",0,77
431,LICEO SAGRADO CORAZON,Subvencionado,Región de Atacama,Copiapó,URBANO,0,"0,0",0,"0,0",0,"0,0",2,"2,6",0,"0,0",44,"57,1",0,"0,0",18,"23,4",0,"0,0",13,"16,9",0,"0,0",4,"5,2",0,77
433,COLEGIO ADVENTISTA DE COPIAPO,Subvencionado,Región de Atacama,Copiapó,URBANO,0,"0,0",0,"0,0",0,"0,0",1,"2,3",20,"50,0",19,"43,2",11,"27,5",10,"22,7",9,"22,5",14,"31,8",4,"10,0",0,"0,0",40,44
437,ESCUELA TECNICO PROFESIONAL,Subvencionado,Región de Atacama,Copiapó,URBANO,1,"0,5",1,"0,7",11,"5,9",6,"4,4",94,"50,5",75,"55,6",56,"30,1",39,"28,9",24,"12,9",14,"10,4",6,"3,2",4,"3,0",186,135
13112,COLEGIO SAN AGUSTIN DE ATACAMA,Subvencionado,Región de Atacama,Copiapó,URBANO,0,"0,0",2,"3,6",7,"10,3",3,"5,4",29,"42,6",32,"57,1",18,"26,5",16,"28,6",14,"20,6",3,"5,4",0,"0,0",2,"3,6",68,56
13145,LICEO TECNOLOGICO DE COPIAPO,Municipal,Región de Atacama,Copiapó,URBANO,5,"3,8",0,"0,0",2,"1,5",3,"3,0",60,"45,8",46,"46,0",38,"29,0",34,"34,0",26,"19,8",17,"17,0",5,"3,8",7,"7,0",131,100
13146,ESC.INDUSTRIAL SALESIANA CRISTO REDENTOR,Subvencionado,Región de Atacama,Copiapó,URBANO,3,"1,6",0,"0,0",9,"4,8",0,"0,0",75,"39,9",0,"0,0",49,"26,1",0,"0,0",52,"27,7",0,"0,0",1,"0,5",0,"0,0",188,0
13156,LICEO TECNICO PROFESIONAL HEROES DE ATACAMA,Subvencionado,Región de Atacama,Copiapó,URBANO,6,"6,3",3,"2,7",13,"13,5",8,"7,1",36,"37,5",50,"44,2",24,"25,0",30,"26,5",17,"17,7",22,"19,5",2,"2,1",3,"2,7",96,113
13168,LICEO EL PALOMAR,Municipal,Región de Atacama,Copiapó,URBANO,0,"0,0",1,"2,6",4,"9,3",3,"7,9",16,"37,2",11,"28,9",10,"23,3",16,"42,1",13,"30,2",7,"18,4",1,"2,3",2,"5,3",43,38
13183,ESC.ESP.HOSPITALARIA HOSPITAL SAN JOSE DEL C,Subvencionado,Región de Atacama,Copiapó,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",1,"100,0",1,"100,0",0,"0,0",0,"0,0",0,"0,0",1,"100,0",0,"0,0",1,1
13188,COLEGIO CERVANTINO,Subvencionado,Región de Atacama,Copiapó,URBANO,1,"5,0",0,"0,0",5,"25,0",2,"28,6",5,"25,0",2,"28,6",5,"25,0",3,"42,9",4,"20,0",0,"0,0",0,"0,0",0,"0,0",20,7
13190,COLEGIO SAN FRANCISCO DE LA SELVA,Subvencionado,Región de Atacama,Copiapó,URBANO,0,"0,0",0,"0,0",1,"4,2",1,"4,3",17,"70,8",14,"60,9",3,"12,5",6,"26,1",3,"12,5",2,"8,7",0,"0,0",0,"0,0",24,23
438,LICEO MANUEL BLANCO ENCALADA,Municipal,Región de Atacama,Caldera,URBANO,0,"0,0",0,"0,0",2,"3,6",0,"0,0",28,"50,0",18,"48,6",19,"33,9",11,"29,7",7,"12,5",8,"21,6",1,"1,8",2,"5,4",56,37
440,COLEGIO PARROQUIAL PADRE NEGRO,Subvencionado,Región de Atacama,Caldera,URBANO,0,"0,0",0,"0,0",1,"2,3",1,"1,8",19,"44,2",36,"63,2",21,"48,8",15,"26,3",2,"4,7",5,"8,8",3,"7,0",0,"0,0",43,57
13103,COLEGIO PARTICULAR CALDERA,Subvencionado,Región de Atacama,Caldera,URBANO,0,"0,0",0,"0,0",2,"20,0",0,"0,0",3,"30,0",4,"36,4",4,"40,0",5,"45,5",1,"10,0",2,"18,2",0,"0,0",0,"0,0",10,11
441,ESCUELA DE CONCENTRACION,Municipal,Región de Atacama,Tierra Amarilla,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",9,"69,2",6,"50,0",4,"30,8",5,"41,7",0,"0,0",1,"8,3",1,"7,7",0,"0,0",13,12
11034,LICEO JORGE ALESSANDRI RODRIGUEZ,Municipal,Región de Atacama,Tierra Amarilla,URBANO,0,"0,0",0,"0,0",5,"6,3",1,"1,9",33,"41,3",26,"48,1",20,"25,0",18,"33,3",22,"27,5",9,"16,7",2,"2,5",3,"5,6",80,54
379,LICEO FEDERICO VARELA,Municipal,Región de Atacama,Chañaral,URBANO,1,"0,9",0,"0,0",6,"5,3",2,"1,9",47,"41,6",53,"50,5",39,"34,5",35,"33,3",20,"17,7",15,"14,3",5,"4,4",2,"1,9",113,105
13178,COLEGIO HISPANO AMERICA,Subvencionado,Región de Atacama,Chañaral,URBANO,0,"0,0",0,"0,0",2,"11,1",0,"0,0",8,"44,4",5,"83,3",4,"22,2",0,"0,0",4,"22,2",1,"16,7",0,"0,0",0,"0,0",18,6
384,LICEO MANUEL MAGALHAES MEDLING,Municipal,Región de Atacama,Diego de Almagro,URBANO,0,"0,0",0,"0,0",2,"3,1",3,"4,2",32,"49,2",35,"49,3",14,"21,5",28,"39,4",17,"26,2",5,"7,0",2,"3,1",6,"8,5",65,71
392,LICEO DIEGO DE ALMEIDA,Subvencionado,Región de Atacama,Diego de Almagro,URBANO,0,"0,0",0,"0,0",3,"4,9",3,"4,4",34,"55,7",34,"50,0",17,"27,9",21,"30,9",7,"11,5",10,"14,7",4,"6,6",0,"0,0",61,68
448,LICEO PEDRO TRONCOSO MACHUCA,Municipal,Región de Atacama,Vallenar,URBANO,2,"2,2",0,"0,0",6,"6,5",5,"5,0",51,"54,8",48,"48,0",19,"20,4",28,"28,0",15,"16,1",19,"19,0",5,"5,4",2,"2,0",93,100
449,LICEO JOSE SANTOS OSSA,Municipal,Región de Atacama,Vallenar,URBANO,0,"0,0",0,"0,0",4,"3,6",3,"9,4",40,"36,0",9,"28,1",40,"36,0",15,"46,9",27,"24,3",5,"15,6",1,"0,9",0,"0,0",111,32
478,LICEO SANTA MARTA,Subvencionado,Región de Atacama,Vallenar,URBANO,0,"0,0",0,"0,0",4,"11,1",3,"5,9",18,"50,0",30,"58,8",7,"19,4",13,"25,5",7,"19,4",5,"9,8",2,"5,6",1,"2,0",36,51
479,LICEO SAN FRANCISCO,Subvencionado,Región de Atacama,Vallenar,URBANO,3,"4,4",0,"0,0",7,"10,3",2,"3,1",33,"48,5",37,"57,8",16,"23,5",22,"34,4",9,"13,2",3,"4,7",0,"0,0",0,"0,0",68,64
13185,LICEO POLITECNICO,Municipal,Región de Atacama,Vallenar,URBANO,0,"0,0",1,"0,9",1,"1,3",4,"3,7",37,"48,1",40,"37,0",27,"35,1",47,"43,5",12,"15,6",16,"14,8",3,"3,9",2,"1,9",77,108
13202,LICEO BICENTENARIO DE VALLENAR,Municipal,Región de Atacama,Vallenar,URBANO,1,"3,1",0,"0,0",2,"6,3",4,"7,7",11,"34,4",28,"53,8",13,"40,6",11,"21,2",5,"15,6",9,"17,3",2,"6,3",0,"0,0",32,52
40340,LICEO DE ALTO DEL CARMEN,Municipal,Región de Atacama,Alto del Carmen,RURAL,0,"0,0",0,"0,0",4,"11,4",3,"9,7",15,"42,9",14,"45,2",8,"22,9",7,"22,6",8,"22,9",7,"22,6",1,"2,9",2,"6,5",35,31
11038,LICEO GENERAL RAMON FREIRE,Municipal,Región de Atacama,Freirina,URBANO,0,"0,0",0,"0,0",2,"4,7",3,"5,6",23,"53,5",26,"48,1",11,"25,6",20,"37,0",7,"16,3",5,"9,3",1,"2,3",1,"1,9",43,54
486,LICEO JAPON,Municipal,Región de Atacama,Huasco,URBANO,0,"0,0",0,"0,0",3,"3,5",1,"2,5",35,"41,2",15,"37,5",27,"31,8",15,"37,5",20,"23,5",9,"22,5",3,"3,5",0,"0,0",85,40
516,LICEO GABRIELA MISTRAL DE LA SERENA,Municipal,Región de Coquimbo,La Serena,URBANO,0,"0,0",0,"0,0",6,"10,3",3,"2,9",33,"56,9",65,"63,7",11,"19,0",20,"19,6",8,"13,8",14,"13,7",6,"10,3",2,"2,0",58,102
517,LICEO GREGORIO CORDOVEZ,Municipal,Región de Coquimbo,La Serena,URBANO,1,"1,4",0,"0,0",5,"7,1",0,"0,0",34,"48,6",36,"51,4",22,"31,4",25,"35,7",8,"11,4",9,"12,9",1,"1,4",4,"5,7",70,70
518,LICEO TECNICO MARTA BRUNET,Municipal,Región de Coquimbo,La Serena,URBANO,0,"0,0",2,"1,3",0,"0,0",6,"3,9",1,"100,0",53,"34,6",0,"0,0",67,"43,8",0,"0,0",25,"16,3",1,"100,0",10,"6,5",1,153
526,COLEGIO JOSE MANUEL BALMACEDA,Municipal,Región de Coquimbo,La Serena,URBANO,0,"0,0",0,"0,0",2,"12,5",1,"3,8",10,"62,5",14,"53,8",4,"25,0",6,"23,1",0,"0,0",5,"19,2",1,"6,3",1,"3,8",16,26
530,COLEGIO GABRIEL GONZALEZ VIDELA,Municipal,Región de Coquimbo,La Serena,URBANO,6,"8,6",0,"0,0",9,"12,9",4,"10,0",31,"44,3",22,"55,0",13,"18,6",9,"22,5",11,"15,7",5,"12,5",0,"0,0",1,"2,5",70,40
531,COLEGIO PEDRO AGUIRRE CERDA,Municipal,Región de Coquimbo,La Serena,URBANO,0,"0,0",0,"0,0",2,"13,3",0,"0,0",6,"40,0",6,"50,0",5,"33,3",3,"25,0",2,"13,3",3,"25,0",1,"6,7",1,"8,3",15,12
535,COLEGIO JOSE MIGUEL CARRERA,Municipal,Región de Coquimbo,La Serena,URBANO,0,"0,0",0,"0,0",3,"13,0",1,"5,6",13,"56,5",11,"61,1",5,"21,7",5,"27,8",2,"8,7",1,"5,6",0,"0,0",0,"0,0",23,18
565,COLEGIO PARTICULAR ADVENTISTA MARANATA,Subvencionado,Región de Coquimbo,La Serena,URBANO,0,"0,0",0,"0,0",3,"13,0",2,"11,1",13,"56,5",7,"38,9",3,"13,0",6,"33,3",4,"17,4",3,"16,7",0,"0,0",0,"0,0",23,18
567,COLEGIO SAN FRANCISCO COLL,Subvencionado,Región de Coquimbo,La Serena,URBANO,1,"3,3",0,"0,0",5,"16,7",6,"11,8",19,"63,3",23,"45,1",3,"10,0",15,"29,4",2,"6,7",7,"13,7",0,"0,0",2,"3,9",30,51
568,COLEGIO SAN ANTONIO,Subvencionado,Región de Coquimbo,La Serena,URBANO,2,"12,5",0,"0,0",1,"6,3",1,"4,8",7,"43,8",11,"52,4",4,"25,0",7,"33,3",2,"12,5",2,"9,5",1,"6,3",1,"4,8",16,21
570,COLEGIO ELENA BETTINI,Subvencionado,Región de Coquimbo,La Serena,URBANO,0,"0,0",1,"4,2",2,"13,3",0,"0,0",3,"20,0",11,"45,8",5,"33,3",10,"41,7",5,"33,3",2,"8,3",0,"0,0",0,"0,0",15,24
573,ESCUELA PARTICULAR TERESA VIDELA DE G,Subvencionado,Región de Coquimbo,La Serena,URBANO,0,"0,0",1,"2,4",1,"2,9",0,"0,0",18,"51,4",21,"51,2",9,"25,7",16,"39,0",7,"20,0",3,"7,3",0,"0,0",1,"2,4",35,41
574,ESCUELA  INDUSTRIAL SALESIANA SAN RAMON,Subvencionado,Región de Coquimbo,La Serena,URBANO,6,"2,9",0,"0,0",16,"7,8",0,"0,0",100,"48,8",0,"0,0",59,"28,8",0,"0,0",24,"11,7",0,"0,0",7,"3,4",0,"0,0",205,0
575,COLEGIO PROVIDENCIA,Subvencionado,Región de Coquimbo,La Serena,URBANO,0,"0,0",1,"0,6",0,"0,0",1,"0,6",0,"0,0",73,"45,3",0,"0,0",60,"37,3",0,"0,0",26,"16,1",0,"0,0",3,"1,9",0,161
578,LICEO IGNACIO CARRERA PINTO,Municipal,Región de Coquimbo,La Serena,URBANO,1,"2,5",0,"0,0",3,"7,5",1,"4,2",15,"37,5",9,"37,5",13,"32,5",11,"45,8",8,"20,0",3,"12,5",1,"2,5",1,"4,2",40,24
579,COLEGIO SEMINARIO CONCILIAR,Subvencionado,Región de Coquimbo,La Serena,URBANO,0,"0,0",1,"1,9",4,"6,2",1,"1,9",33,"50,8",27,"50,9",16,"24,6",19,"35,8",12,"18,5",5,"9,4",2,"3,1",3,"5,7",65,53
580,COLEGIO GERONIMO RENDIC,Subvencionado,Región de Coquimbo,La Serena,URBANO,0,"0,0",1,"1,4",4,"6,3",2,"2,9",36,"57,1",35,"50,0",15,"23,8",27,"38,6",8,"12,7",5,"7,1",0,"0,0",2,"2,9",63,70
581,ESCUELA EXPERIMENTAL DE MUSICA JORGE PEÑA HEN,Subvencionado,Región de Coquimbo,La Serena,URBANO,0,"0,0",0,"0,0",2,"9,1",0,"0,0",13,"59,1",17,"70,8",5,"22,7",5,"20,8",2,"9,1",2,"8,3",0,"0,0",0,"0,0",22,24
582,COLEGIO ANDRES BELLO,Subvencionado,Región de Coquimbo,La Serena,URBANO,1,"3,0",0,"0,0",3,"9,1",1,"2,6",19,"57,6",18,"46,2",2,"6,1",19,"48,7",8,"24,2",1,"2,6",1,"3,0",1,"2,6",33,39
583,COLEGIO SAGRADOS CORAZONES,Subvencionado,Región de Coquimbo,La Serena,URBANO,0,"0,0",1,"2,3",2,"9,5",0,"0,0",14,"66,7",18,"40,9",3,"14,3",15,"34,1",2,"9,5",10,"22,7",1,"4,8",0,"0,0",21,44
589,COLEGIO SANTO DOMINGO,Subvencionado,Región de Coquimbo,La Serena,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",10,"71,4",5,"62,5",2,"14,3",2,"25,0",2,"14,3",1,"12,5",0,"0,0",0,"0,0",14,8
590,COLEGIO PARTICULAR SAN JOSE,Subvencionado,Región de Coquimbo,La Serena,URBANO,0,"0,0",1,"2,6",1,"3,7",1,"2,6",11,"40,7",22,"56,4",8,"29,6",13,"33,3",7,"25,9",2,"5,1",0,"0,0",0,"0,0",27,39
11155,LICEO JORGE ALESSANDRI RODRIGUEZ,Municipal,Región de Coquimbo,La Serena,URBANO,0,"0,0",0,"0,0",5,"4,4",1,"2,0",67,"59,3",34,"69,4",31,"27,4",12,"24,5",10,"8,8",2,"4,1",4,"3,5",0,"0,0",113,49
