idrbd,dnino,dnina,bpnino,bpnina,nnino,nnina,snino,snina,onino,onina,rtnino,rtnina,tnino,tnina,total
17931,0,0,2,0,18,19,16,16,4,3,0,0,40,38,78
18049,0,0,6,3,26,34,28,15,6,1,1,1,66,53,119
18172,3,4,3,2,18,15,14,15,6,2,0,0,44,38,82
4824,5,0,11,0,65,5,39,1,16,1,3,0,136,7,143
4825,1,0,1,2,34,27,17,20,9,7,0,1,62,56,118
4829,0,0,1,6,32,49,22,15,7,4,0,4,62,74,136
4830,0,0,2,0,21,17,11,14,3,9,1,0,37,40,77
17885,5,1,13,11,56,57,32,46,12,22,1,2,118,137,255
4700,1,0,6,2,93,20,42,12,41,10,3,1,183,44,227
4706,0,1,0,1,7,13,13,10,1,5,3,0,21,30,51
4717,0,0,1,1,14,9,9,8,4,4,3,1,28,22,50
4782,9,3,8,2,23,30,18,15,13,11,4,2,71,61,132
4790,0,0,0,0,12,10,9,5,1,2,0,0,22,17,39
5021,1,0,11,3,53,39,25,23,16,16,3,3,106,81,187
5024,0,2,3,1,26,34,26,33,12,13,0,1,67,83,150
5026,0,0,3,3,20,15,15,24,5,13,0,0,43,55,98
5048,3,2,7,4,36,67,23,31,17,24,1,2,86,128,214
5057,0,0,0,0,5,2,4,2,3,0,1,0,12,4,16
5082,5,1,3,4,33,41,14,14,6,1,0,0,61,61,122
17728,1,1,2,0,7,6,2,5,3,1,0,1,15,13,28
17817,1,0,3,2,16,5,6,9,1,5,0,0,27,21,48
18080,1,0,1,1,22,10,16,7,12,6,1,1,52,24,76
5126,1,1,4,7,46,47,16,33,10,13,0,1,77,101,178
5131,0,0,1,0,5,4,1,6,1,1,1,1,8,11,19
5150,0,0,1,1,27,24,9,15,18,14,0,0,55,54,109
5153,0,0,4,1,7,12,5,3,0,4,0,0,16,20,36
17772,1,0,4,1,50,27,24,26,33,21,1,4,112,75,187
18004,0,0,3,7,33,56,21,40,9,21,2,4,66,124,190
5155,0,0,0,0,21,24,9,20,12,5,1,2,42,49,91
5084,0,1,7,2,98,62,58,60,36,54,4,8,199,179,378
5104,1,0,2,2,14,26,12,8,5,5,1,0,34,41,75
12004,0,0,5,1,19,20,23,8,4,9,1,0,51,38,89
17719,0,0,0,1,13,11,6,6,1,2,1,0,20,20,40
5105,2,0,6,6,37,36,22,16,13,8,2,2,80,66,146
5107,0,0,0,0,3,1,1,0,1,6,0,0,5,7,12
5122,0,1,4,1,10,33,15,18,9,6,3,2,38,59,97
11400,0,0,1,2,17,16,9,16,7,10,4,3,34,44,78
4160,1,0,2,0,21,8,21,10,4,5,3,1,49,23,72
4162,2,2,5,5,86,113,52,80,40,48,5,6,185,248,433
4163,1,2,5,10,56,72,27,45,10,20,0,3,99,149,248
4164,1,0,4,6,47,59,27,36,16,23,4,4,95,124,219
4165,3,0,5,0,71,7,54,3,41,2,5,0,174,12,186
4166,0,2,0,5,0,126,0,115,1,59,0,6,1,307,308
4190,0,0,1,0,8,3,2,3,2,3,0,0,13,9,22
4195,0,0,1,0,10,4,2,3,6,2,2,0,19,9,28
4262,1,0,2,1,20,20,7,4,3,7,0,2,33,32,65
4263,1,0,2,7,40,45,21,43,11,10,2,0,75,105,180
4269,2,0,0,1,5,10,4,6,0,4,1,1,11,21,32
4270,0,0,2,1,7,8,2,4,3,2,1,0,14,15,29
4271,1,0,1,0,14,7,5,2,3,3,0,0,24,12,36
4277,0,0,3,10,60,72,33,34,26,20,1,2,122,136,258
4287,2,0,7,1,41,14,23,7,12,10,3,2,85,32,117
11716,0,0,0,0,1,4,3,1,1,3,0,0,5,8,13
12005,2,0,12,2,72,17,47,12,44,8,1,2,177,39,216
17600,0,0,2,2,44,41,30,39,10,12,1,0,86,94,180
17605,0,0,7,2,24,20,11,5,5,3,1,1,47,30,77
17687,1,0,2,3,17,29,14,10,4,3,0,0,38,45,83
17736,1,0,3,4,19,19,8,12,3,5,0,2,34,40,74
17877,0,0,1,3,19,26,14,13,7,7,1,0,41,49,90
17918,2,1,3,2,36,39,15,7,5,1,0,0,61,50,111
18050,1,0,1,1,9,8,2,3,1,4,0,0,14,16,30
18090,1,0,0,1,3,4,3,8,1,2,0,0,8,15,23
18128,0,0,1,0,13,10,8,8,3,3,0,1,25,21,46
18249,0,0,0,0,0,0,5,2,1,1,0,0,6,3,9
4324,0,0,1,0,7,9,5,12,2,1,0,0,15,22,37
4288,0,1,5,1,45,42,19,21,10,16,1,1,79,81,160
4289,2,0,7,4,48,31,33,24,19,8,4,3,109,67,176
4307,0,1,2,1,10,12,3,12,1,3,0,1,16,29,45
4483,3,1,12,3,78,66,60,60,23,29,7,1,176,159,335
12037,0,0,1,1,14,17,6,11,4,2,1,0,25,31,56
4404,0,0,5,4,34,33,29,33,11,18,2,3,79,88,167
4408,1,0,4,2,24,27,13,16,17,17,1,2,59,62,121
17790,5,2,5,5,35,57,19,11,18,7,3,2,82,82,164
4451,2,1,8,6,68,46,49,51,37,24,4,4,164,128,292
11430,0,0,1,4,15,20,12,19,10,7,1,1,38,50,88
17778,1,0,7,2,10,29,12,16,5,7,0,0,35,54,89
4446,0,0,7,1,15,8,5,7,4,4,1,1,31,20,51
17643,0,0,0,0,3,3,1,1,4,2,0,0,8,6,14
4392,0,0,3,1,5,1,1,1,5,3,1,0,14,6,20
4331,2,0,1,0,12,11,6,3,2,2,0,1,23,16,39
4333,0,1,0,0,5,8,4,3,1,3,1,1,10,15,25
17764,0,0,0,0,2,1,6,4,1,0,0,0,9,5,14
4500,2,0,0,0,2,3,4,6,4,3,1,0,12,12,24
4353,0,0,3,0,30,28,20,20,5,13,0,2,58,61,119
4382,0,0,0,1,12,9,4,10,3,3,0,0,19,23,42
12059,0,0,0,0,10,7,5,4,5,4,2,0,20,15,35
4309,0,0,7,0,37,23,15,13,11,10,0,0,70,46,116
12031,1,0,2,1,11,14,9,5,0,1,0,0,23,21,44
4505,0,0,3,4,13,17,5,14,5,5,0,1,26,40,66
4507,0,0,3,0,12,6,7,7,4,7,1,1,26,20,46
4509,0,1,3,0,6,5,4,2,2,4,2,0,15,12,27
17652,0,0,2,2,6,12,5,9,2,6,0,0,15,29,44
17702,1,0,1,2,14,27,6,11,9,9,2,0,31,49,80
18021,0,0,0,0,3,1,4,2,2,0,1,0,9,3,12
18037,1,0,2,1,8,13,2,3,3,4,0,0,16,21,37
3638,1,0,5,9,47,62,28,27,11,16,1,3,92,114,206
3639,0,0,3,0,22,7,10,6,3,1,6,1,38,14,52
3640,2,0,2,4,66,69,29,28,13,6,4,1,112,107,219
3641,2,0,2,0,63,7,59,2,47,4,6,0,173,13,186
3642,0,0,0,3,0,56,0,37,0,38,0,1,0,134,134
3643,0,1,0,2,2,4,1,2,3,1,0,0,6,10,16
3657,0,0,2,0,6,5,5,9,3,1,1,0,16,15,31
3662,0,0,0,0,8,5,2,2,3,2,1,0,13,9,22
3711,0,0,0,5,0,49,0,15,0,3,0,0,0,72,72
3713,0,0,2,6,59,48,25,15,2,10,1,1,88,79,167
3719,0,0,3,3,7,15,5,6,1,1,0,2,16,25,41
3723,1,2,2,1,8,10,5,8,4,3,0,0,20,24,44
3724,0,0,3,1,30,20,14,12,6,3,1,2,53,36,89
3728,0,0,3,2,9,7,8,8,6,2,1,1,26,19,45
3730,1,0,0,1,13,9,4,8,3,2,1,1,21,20,41
3733,0,1,1,1,3,10,3,2,3,1,0,0,10,15,25
3734,0,0,2,1,10,15,6,11,5,3,0,0,23,30,53
3735,2,0,4,2,27,34,12,12,6,4,1,1,51,52,103
3739,1,1,6,0,22,6,14,8,19,2,1,0,62,17,79
3865,3,0,3,1,40,36,22,28,13,12,1,4,81,77,158
12001,0,0,0,0,11,3,9,8,8,3,0,0,28,14,42
12050,1,0,12,6,42,33,19,15,8,2,1,0,82,56,138
16927,0,0,0,1,8,12,7,8,3,3,0,0,18,24,42
17734,0,0,4,0,4,1,4,5,2,2,0,0,14,8,22
17737,1,0,1,0,3,4,2,3,3,1,0,0,10,8,18
17794,0,0,9,6,63,61,28,35,12,6,1,2,112,108,220
17800,0,0,1,1,12,7,8,10,0,0,0,1,21,18,39
17892,0,0,0,1,3,7,3,3,2,0,0,0,8,11,19
17903,1,0,0,0,10,12,6,3,3,2,1,1,20,17,37
17907,2,0,4,3,33,36,15,10,4,7,1,2,58,56,114
17908,1,0,4,1,14,24,10,19,10,6,1,0,39,50,89
17920,1,1,2,2,20,39,6,12,14,3,1,0,43,57,100
18028,0,0,3,3,23,21,6,13,9,8,1,2,41,45,86
18251,0,0,1,0,17,3,4,4,1,2,0,0,23,9,32
31087,1,0,1,0,6,5,5,2,1,2,0,0,14,9,23
31116,1,0,1,3,53,37,19,28,29,16,1,4,103,84,187
3976,2,0,3,3,27,31,15,12,13,13,0,0,60,59,119
3977,0,0,5,0,13,24,7,11,4,2,0,1,29,37,66
17725,0,0,0,2,16,9,8,5,1,0,0,1,25,16,41
18216,0,0,0,0,2,3,3,1,1,0,0,0,6,4,10
20461,1,0,1,2,16,16,10,5,10,12,0,0,38,35,73
4084,0,0,0,1,14,6,10,7,7,2,0,0,31,16,47
4049,0,0,3,2,50,53,38,28,18,9,1,1,109,92,201
18124,0,0,1,2,10,14,2,6,2,0,1,1,15,22,37
12046,1,0,0,0,12,8,4,7,0,1,0,0,17,16,33
17662,0,0,0,1,30,51,35,24,20,15,3,2,85,91,176
17848,0,0,0,0,8,3,3,9,6,7,0,1,17,19,36
3656,0,0,0,0,9,12,4,3,0,1,1,0,13,16,29
17735,1,0,2,1,14,8,8,7,2,2,0,0,27,18,45
17838,1,1,12,2,38,24,23,9,21,9,1,0,95,45,140
18099,0,1,1,1,1,3,3,3,0,0,0,0,5,8,13
3909,2,0,8,5,55,48,16,37,19,10,1,0,100,100,200
4124,1,0,1,1,24,10,11,17,7,2,1,0,44,30,74
3800,0,0,0,0,3,2,3,1,2,1,0,0,8,4,12
3802,0,0,1,0,8,8,14,8,7,4,1,0,30,20,50
3961,0,0,1,1,31,14,19,7,11,6,0,1,62,28,90
3871,1,0,8,3,35,22,13,13,10,9,0,1,67,47,114
3885,1,0,1,0,12,11,3,12,6,3,1,1,23,26,49
4032,0,0,1,0,7,4,8,6,3,2,1,0,19,12,31
4043,0,0,0,1,4,7,5,5,2,2,0,1,11,15,26
3998,1,0,3,3,27,18,10,11,6,6,3,0,47,38,85
4102,0,0,9,4,19,28,16,20,20,16,0,1,64,68,132
18035,0,0,1,0,6,11,8,4,2,3,0,0,17,18,35
4025,0,0,2,1,20,19,5,7,7,3,1,0,34,30,64
3742,1,0,5,1,48,27,41,22,10,11,1,1,105,61,166
3743,1,0,1,1,12,10,6,3,3,3,0,1,23,17,40
3795,1,0,4,0,20,16,12,12,3,3,1,0,40,31,71
3796,0,2,1,2,33,29,18,19,5,1,1,0,57,53,110
3797,0,0,2,5,29,32,14,29,9,11,0,2,54,77,131
12027,0,0,1,1,24,20,23,13,14,12,2,2,62,46,108
17793,0,0,4,5,20,34,12,23,3,2,2,4,39,64,103
18017,0,0,1,0,9,15,5,6,7,2,1,0,22,23,45
18087,0,0,1,2,14,7,6,1,2,4,0,1,23,14,37
3823,0,0,1,1,16,8,12,14,10,8,3,2,39,31,70
3886,0,0,1,0,9,8,4,5,3,0,0,0,17,13,30
3887,0,0,0,1,7,10,8,4,10,3,1,0,25,18,43
3888,0,0,1,0,7,5,1,2,0,3,0,0,9,10,19
3907,1,0,2,0,14,18,14,11,6,6,0,0,37,35,72
4140,3,1,9,2,70,66,38,39,15,24,3,2,135,132,267
4141,0,0,0,0,9,3,4,2,4,3,1,0,17,8,25
31128,1,0,7,1,32,21,3,13,10,2,0,0,53,37,90
3940,0,0,2,1,32,15,21,15,11,13,0,3,66,44,110
3941,1,0,1,0,8,5,3,7,5,3,1,0,18,15,33
3960,0,0,1,2,7,11,8,7,0,4,0,0,16,24,40
18220,1,0,2,0,8,12,5,4,5,4,0,0,21,20,41
5565,1,1,3,0,24,33,12,17,10,15,3,6,50,66,116
5566,0,0,5,0,90,4,62,5,43,6,6,0,200,15,215
5567,0,0,2,0,11,2,20,1,8,3,2,1,41,6,47
5568,0,0,6,4,18,47,9,54,7,28,2,7,40,133,173
5569,0,0,1,1,17,13,8,23,5,9,2,1,31,46,77
5570,0,0,0,6,27,80,92,104,10,9,1,6,129,199,328
5590,0,0,0,1,7,4,8,7,1,4,2,0,16,16,32
5597,0,0,0,0,1,4,3,2,0,0,1,0,4,6,10
5652,0,1,0,3,0,49,0,23,0,7,0,0,0,83,83
5653,0,0,0,3,11,25,4,23,2,20,1,1,17,71,88
5654,2,0,6,10,64,44,40,34,20,10,0,2,132,98,230
5655,2,1,10,7,58,88,39,67,22,29,3,1,131,192,323
5656,2,0,4,0,99,12,71,22,54,8,4,0,230,42,272
5658,0,0,2,2,18,18,12,16,15,10,1,2,47,46,93
5659,1,1,7,4,24,35,18,14,3,3,0,0,53,57,110
5661,0,0,2,0,23,22,9,11,11,2,0,0,45,35,80
5662,2,0,3,1,12,15,13,14,6,8,0,1,36,38,74
5666,0,1,21,15,124,162,75,95,20,26,3,3,240,299,539
5669,0,1,0,0,0,13,0,7,0,3,0,1,0,24,24
5670,1,0,5,0,14,24,5,10,5,8,1,0,30,42,72
5703,0,0,3,0,14,15,5,7,6,5,0,1,28,27,55
5713,2,0,1,1,24,20,16,23,4,5,0,2,47,49,96
5729,0,0,0,0,0,10,0,4,0,2,0,2,0,16,16
5813,0,0,2,0,13,14,13,8,5,1,1,1,33,23,56
5814,0,0,0,2,23,21,19,24,6,7,2,2,48,54,102
5816,0,0,1,0,22,12,8,18,9,3,0,1,40,33,73
19959,0,1,0,1,4,10,4,2,5,2,0,0,13,16,29
19974,1,0,1,3,49,16,38,16,19,9,1,1,108,44,152
19981,0,0,1,1,6,5,2,1,0,4,0,0,9,11,20
19983,1,1,2,0,21,20,15,10,8,8,1,0,47,39,86
20016,0,0,1,0,4,9,6,7,5,3,1,0,16,19,35
20025,1,0,2,2,11,17,13,11,10,5,0,1,37,35,72
20037,0,0,6,1,25,15,9,21,8,9,2,0,48,46,94
20048,1,2,4,4,14,21,18,9,1,2,0,0,38,38,76
20085,0,0,0,1,10,10,7,0,2,1,0,0,19,12,31
20129,0,0,0,1,22,10,3,12,0,4,1,1,25,27,52
20137,0,0,1,4,17,22,10,18,3,4,3,2,31,48,79
20159,2,0,4,4,59,50,30,43,19,11,2,0,114,108,222
20181,1,1,0,5,11,19,6,3,1,1,0,0,19,29,48
20230,0,0,0,0,2,8,3,7,1,2,0,3,6,17,23
20258,0,0,1,0,21,17,8,8,6,8,0,2,36,33,69
20266,0,0,4,3,13,30,8,8,1,3,0,0,26,44,70
20274,0,0,1,0,8,10,10,5,5,2,0,0,24,17,41
6497,1,0,5,2,68,62,31,35,20,11,6,0,125,110,235
19925,0,0,0,1,14,20,14,16,4,11,1,1,32,48,80
19954,0,0,1,0,2,6,5,1,6,2,0,0,14,9,23
20248,0,0,0,0,7,3,6,9,1,5,0,1,14,17,31
5957,0,0,3,3,41,24,15,17,8,5,1,1,67,49,116
5959,0,0,1,0,5,3,2,4,3,2,0,0,11,9,20
5992,0,0,0,0,17,5,15,5,4,3,1,0,36,13,49
12368,0,0,1,1,10,15,5,17,7,16,0,0,23,49,72
6027,3,0,4,2,10,11,3,4,3,3,2,2,23,20,43
6163,0,1,2,2,44,37,24,18,13,10,5,3,83,68,151
6188,0,0,0,0,10,13,5,1,1,0,0,1,16,14,30
6210,0,0,1,1,16,10,12,4,4,3,0,0,33,18,51
6708,1,0,3,1,26,30,9,14,6,2,2,1,45,47,92
20175,0,0,0,2,12,8,5,6,3,6,0,2,20,22,42
6269,0,0,0,2,18,7,7,14,2,11,0,0,27,34,61
6270,0,0,1,0,6,7,1,3,4,0,0,0,12,10,22
5823,0,1,6,1,60,57,34,50,19,12,1,5,119,121,240
19906,1,2,4,0,42,48,34,19,17,22,3,0,98,91,189
6301,0,0,4,2,20,18,16,20,9,6,0,3,49,46,95
6302,0,0,2,1,32,43,13,26,9,13,0,1,56,83,139
6336,1,1,2,3,10,17,10,8,7,4,0,0,30,33,63
19904,0,0,0,0,4,4,2,2,0,0,0,1,6,6,12
6007,0,0,0,1,7,8,5,5,4,4,0,2,16,18,34
20219,0,0,1,1,8,6,3,0,1,3,0,0,13,10,23
6584,1,0,3,0,43,8,31,6,36,2,1,1,114,16,130
6585,1,0,4,2,39,44,35,43,17,23,3,4,96,112,208
6644,0,0,0,4,20,27,7,19,7,4,1,0,34,54,88
11498,1,0,0,1,31,15,24,24,12,3,1,1,68,43,111
11527,0,0,1,0,15,15,11,11,9,10,3,0,36,36,72
5574,0,0,0,0,7,12,8,5,0,0,1,0,15,17,32
5663,1,0,8,5,81,96,65,43,29,15,6,6,184,159,343
5720,1,0,0,0,11,6,3,1,5,2,0,1,20,9,29
20127,1,0,0,0,21,1,6,5,7,3,1,1,35,9,44
20184,0,0,1,0,6,9,8,4,1,0,2,1,16,13,29
20193,0,0,0,0,5,2,6,1,2,4,0,0,13,7,20
20205,0,0,0,0,16,7,8,6,6,5,1,1,30,18,48
5879,0,0,0,0,26,15,10,7,6,6,2,1,42,28,70
20164,0,0,0,0,8,6,8,4,1,8,1,0,17,18,35
6223,0,0,2,4,31,25,13,25,10,8,0,2,56,62,118
6230,0,0,1,0,10,7,4,10,1,4,0,0,16,21,37
6252,0,0,3,0,32,12,26,17,23,11,2,1,84,40,124
6253,2,0,5,2,47,52,26,58,8,13,5,1,88,125,213
6267,0,0,0,0,3,3,4,3,1,2,0,0,8,8,16
19968,0,0,2,0,6,9,8,14,2,4,0,1,18,27,45
20090,1,0,0,2,8,11,3,5,2,0,0,0,14,18,32
20290,0,0,3,2,27,12,8,9,3,3,0,0,41,26,67
6051,0,0,4,1,26,27,9,18,7,15,0,2,46,61,107
6052,0,0,2,0,8,7,8,10,7,2,0,0,25,19,44
6070,2,0,1,0,9,13,11,9,1,2,0,0,24,24,48
20139,0,1,2,2,26,12,12,8,7,11,2,1,47,34,81
20153,0,0,0,0,2,4,1,0,0,0,0,0,3,4,7
20167,0,0,2,0,20,24,9,11,4,2,1,0,35,37,72
20209,1,0,2,1,3,6,1,5,1,2,0,1,8,14,22
6452,1,0,0,0,13,13,9,10,5,9,1,2,28,32,60
6465,1,0,0,0,1,1,1,2,2,2,0,1,5,5,10
6496,0,0,0,0,6,1,1,1,2,3,0,0,9,5,14
6397,0,1,0,0,3,5,6,2,2,1,1,0,11,9,20
6398,0,0,2,1,10,13,5,3,5,3,1,3,22,20,42
16942,0,0,1,0,0,1,1,2,2,0,0,0,4,3,7
20053,0,0,1,0,6,3,6,1,3,1,1,0,16,5,21
6348,0,0,0,0,30,18,14,16,15,15,4,1,59,49,108
5613,0,0,1,0,17,18,22,10,15,15,1,1,55,43,98
5897,0,0,4,1,20,18,9,13,5,4,1,1,38,36,74
5921,1,0,1,0,14,24,13,15,14,7,1,3,43,46,89
5923,0,0,4,0,10,10,2,2,4,0,0,0,20,12,32
20074,0,0,3,0,9,7,4,7,3,4,0,0,19,18,37
6084,0,1,4,3,24,31,16,22,14,9,2,0,58,66,124
6085,1,1,5,6,35,35,15,36,7,15,3,5,63,93,156
6087,1,0,1,0,9,13,6,4,4,3,0,0,21,20,41
6112,1,0,2,0,43,57,20,42,15,25,1,4,81,124,205
6113,0,0,2,0,53,0,26,1,33,3,0,0,114,4,118
6115,0,0,1,1,14,6,10,7,4,6,2,0,29,20,49
6118,0,0,6,1,8,9,9,14,3,6,0,0,26,30,56
6119,0,0,0,0,12,8,9,7,5,3,0,0,26,18,44
6120,1,0,1,1,9,18,9,5,1,0,0,0,21,24,45
6122,0,0,2,0,11,6,2,6,3,7,0,0,18,19,37
6135,0,0,1,0,12,7,4,2,3,3,1,0,20,12,32
19921,0,0,0,0,14,8,7,5,1,1,1,1,22,14,36
20041,1,0,0,0,9,10,4,2,2,0,1,0,16,12,28
20095,0,0,0,0,2,1,6,3,0,0,1,2,8,4,12
20213,1,0,3,0,16,9,3,7,2,4,2,1,25,20,45
40110,0,0,1,1,10,6,8,3,0,1,0,0,19,11,30
6586,0,0,0,0,4,5,18,10,6,1,1,0,28,16,44
6641,0,0,0,0,7,7,8,3,3,2,1,1,18,12,30
6643,0,0,1,0,20,24,18,25,8,17,0,4,47,66,113
6649,0,0,0,0,5,5,1,4,3,0,0,0,9,9,18
6650,0,0,0,0,6,2,3,7,2,2,0,0,11,11,22
5215,0,0,3,0,80,5,42,3,42,1,5,2,167,9,176
5216,0,0,2,3,24,37,20,21,6,5,2,3,52,66,118
5218,1,0,7,4,47,58,27,31,11,21,0,5,93,114,207
5219,0,0,6,5,26,64,25,52,22,45,7,5,79,166,245
5264,1,2,0,0,22,14,16,16,6,3,1,0,45,35,80
5265,2,0,1,0,11,11,4,9,1,4,1,0,19,24,43
5267,0,0,0,1,16,7,4,4,7,2,2,1,27,14,41
19952,1,0,2,0,8,6,8,13,4,13,1,0,23,32,55
19972,0,0,0,0,7,6,4,4,1,2,0,0,12,12,24
20068,0,0,0,0,1,3,0,1,0,0,0,0,1,4,5
